time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.4537	18.6528	4.92441	3.8316	0.456585	lidar	0.232029	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.29634	18.5132	4.83639	3.84688	0.439164	radar	1.37857	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13516	18.3569	4.81408	3.87247	0.442502	lidar	0.230588	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91284	18.2059	4.95213	3.89926	0.467417	radar	7.29944	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.68361	18.0499	4.9962	3.90868	0.45533	lidar	0.516297	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.56783	17.9037	4.85941	3.92734	0.43914	radar	3.48417	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.35054	17.7395	4.90139	3.93723	0.428595	lidar	0.410896	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.13533	17.5688	4.99656	3.95634	0.437734	radar	2.55649	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.95054	17.4083	4.99965	3.97007	0.431105	lidar	1.16634	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.84427	17.183	5.02386	4.02373	0.470946	radar	1.93406	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.66145	16.996	5.04314	4.0397	0.464453	lidar	0.153178	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.50177	16.8426	4.92303	4.03946	0.427553	radar	2.75253	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.3293	16.6605	4.93541	4.0535	0.421317	lidar	0.26124	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10995	16.4625	4.93812	4.04876	0.387334	radar	4.69399	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.95106	16.2608	4.94966	4.06713	0.386276	lidar	0.196335	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.78478	16.0978	4.89772	4.06782	0.361971	radar	1.01042	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.60277	15.9139	4.92134	4.07414	0.351845	lidar	0.408947	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.49628	15.6729	4.9845	4.12049	0.38943	radar	1.68034	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.32983	15.4665	5.00877	4.13197	0.382445	lidar	0.179856	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.14216	15.2887	5.00863	4.12842	0.35945	radar	1.3143	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.958704	15.0799	5.04727	4.13341	0.348032	lidar	0.480246	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.828529	14.9157	4.95314	4.13582	0.325337	radar	2.30645	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.702297	14.707	4.94774	4.15415	0.327133	lidar	0.00987512	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.611919	14.4526	5.00851	4.19751	0.360846	radar	1.72925	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.451375	14.2349	5.03949	4.20442	0.351119	lidar	0.319531	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.298711	13.9771	5.18743	4.23124	0.374233	radar	3.14416	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.227156	13.7421	5.15479	4.26402	0.386541	lidar	0.453679	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.11496	13.4996	5.21939	4.29038	0.40073	radar	0.987465	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0227051	13.2632	5.24226	4.30032	0.391741	lidar	0.227943	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.160558	13.0539	5.18147	4.2982	0.364092	radar	1.17989	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.212907	12.8207	5.14288	4.33103	0.377399	lidar	0.616713	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.38214	12.5924	5.10973	4.31709	0.337548	radar	2.82342	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.478287	12.3568	5.10926	4.33404	0.337616	lidar	0.000323484	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.649815	12.1629	5.08774	4.31647	0.301781	radar	2.95375	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.720754	11.9332	5.06675	4.33905	0.308694	lidar	0.228301	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.900668	11.7014	5.10007	4.32286	0.27682	radar	1.49594	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.02264	11.462	5.12041	4.32854	0.269353	lidar	0.203658	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.10448	11.2332	5.02684	4.3333	0.248023	radar	2.97131	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22428	11.0006	5.04474	4.33661	0.239895	lidar	0.233031	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.29124	10.7576	5.08955	4.36536	0.264171	radar	1.03175	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39369	10.5129	5.1059	4.37349	0.259526	lidar	0.144057	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49182	10.2398	5.18074	4.38975	0.267875	radar	1.09716	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.57639	10.0049	5.17381	4.40095	0.266138	lidar	0.389851	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.65352	9.7895	5.10232	4.40582	0.251937	radar	0.9517	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72792	9.55405	5.09456	4.41822	0.25193	lidar	0.177809	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89225	9.29858	5.18997	4.40476	0.232142	radar	2.3604	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96905	9.03853	5.20139	4.41745	0.232853	lidar	0.509021	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03866	8.8345	5.1069	4.41938	0.215451	radar	1.97128	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.11943	8.58696	5.11535	4.42764	0.213092	lidar	0.0400765	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.3073	8.31808	5.20685	4.39921	0.175364	radar	2.75606	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.36719	8.07683	5.18768	4.41406	0.181036	lidar	0.208351	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38858	7.899	5.06584	4.43336	0.187668	radar	5.53208	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47206	7.65103	5.08074	4.43814	0.183433	lidar	0.132787	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.70281	7.40488	5.11827	4.37878	0.104284	radar	5.66126	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.7887	7.15818	5.12521	4.38341	0.103654	lidar	0.063165	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82091	6.94107	5.08577	4.40961	0.129833	radar	1.31279	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.88103	6.70924	5.06305	4.42038	0.133767	lidar	0.315018	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90962	6.50078	4.92678	4.42367	0.112203	radar	4.31523	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97374	6.26407	4.92309	4.43107	0.113746	lidar	0.0447302	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.13345	6.00359	5.0301	4.41003	0.0919042	radar	3.19753	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.2088	5.75192	5.04349	4.41486	0.09189	lidar	0.348856	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.32611	5.48932	5.058	4.39239	0.050548	radar	2.50674	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.40877	5.24157	5.06973	4.39424	0.0498414	lidar	0.134967	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46758	4.99569	5.0719	4.40849	0.0664008	radar	0.212643	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55428	4.74009	5.09832	4.40913	0.0640493	lidar	0.478393	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6787	4.46753	5.13587	4.38192	0.0159887	radar	3.0974	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.77619	4.21359	5.1634	4.37922	0.0131457	lidar	0.560382	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.87201	3.97291	5.17821	4.38101	0.0201733	radar	0.782444	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95239	3.72986	5.17235	4.38293	0.0208378	lidar	0.0396715	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06405	3.54481	5.10018	4.35798	-0.0205332	radar	3.56712	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15282	3.30135	5.10653	4.35723	-0.0202371	lidar	0.0469479	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28673	3.02093	5.19946	4.33645	-0.0504994	radar	1.51744	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37995	2.76747	5.21407	4.33551	-0.0489771	lidar	0.353014	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.46769	2.50355	5.23825	4.3404	-0.0378336	radar	0.388583	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56475	2.25129	5.25278	4.33905	-0.0369046	lidar	0.193927	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67372	2.00917	5.26615	4.31244	-0.0877739	radar	4.13901	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77956	1.75565	5.28677	4.30895	-0.0861175	lidar	0.397206	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91504	1.48497	5.36993	4.29151	-0.10895	radar	0.946234	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-5.0105	1.24061	5.3554	4.28869	-0.107789	lidar	0.830904	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.09932	1.03313	5.26868	4.2874	-0.100069	radar	0.895192	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.19346	0.792777	5.25658	4.28509	-0.0987731	lidar	0.804565	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.26804	0.453129	5.39314	4.30337	-0.0737077	radar	5.96918	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.36485	0.20676	5.38316	4.30134	-0.073054	lidar	0.424213	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.48308	-0.0176993	5.31868	4.30696	-0.0442463	radar	5.59258	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.57538	-0.261634	5.30894	4.30685	-0.0431566	lidar	0.545638	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.69902	-0.400009	5.16061	4.27797	-0.0771274	radar	3.16306	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.81193	-0.621374	5.14466	4.27054	-0.0814429	lidar	0.232686	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.90774	-0.855739	5.19151	4.25479	-0.112939	radar	6.16026	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-6.01406	-1.10088	5.20456	4.25382	-0.107725	lidar	0.33254	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.07706	-1.40462	5.27423	4.27569	-0.077536	radar	3.47374	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.19442	-1.63391	5.26427	4.26839	-0.0814513	lidar	0.154826	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.33528	-1.87521	5.37305	4.24087	-0.127485	radar	4.24657	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.45159	-2.11695	5.37379	4.23649	-0.125501	lidar	0.0905603	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.62115	-2.296	5.30294	4.2081	-0.147219	radar	2.79721	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.75322	-2.52139	5.29654	4.1984	-0.149915	lidar	0.0525618	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.91955	-2.72667	5.29632	4.1747	-0.169652	radar	0.933123	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-7.03966	-2.96812	5.30708	4.17362	-0.161594	lidar	0.538258	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.16091	-3.1956	5.26994	4.17311	-0.149229	radar	0.306009	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.28995	-3.41258	5.25664	4.16479	-0.150772	lidar	0.352368	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.4359	-3.6911	5.31614	4.17147	-0.131702	radar	3.5127	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.57783	-3.88623	5.28146	4.15504	-0.143331	lidar	1.17552	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.71428	-4.08451	5.26404	4.14044	-0.153888	radar	1.00913	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.85881	-4.30387	5.26346	4.13206	-0.15462	lidar	0.00365646	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.00717	-4.52608	5.26096	4.12503	-0.152852	radar	0.114496	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.15637	-4.74693	5.26515	4.11741	-0.152679	lidar	0.0510831	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.29686	-4.93974	5.15202	4.11281	-0.141272	radar	2.01454	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.43694	-5.1509	5.14861	4.10686	-0.14023	lidar	0.0861084	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5953	-5.26697	5.00091	4.07684	-0.160303	radar	3.86698	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.75406	-5.46619	5.00453	4.06614	-0.162925	lidar	0.200014	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.91812	-5.66247	5.00785	4.0542	-0.166607	radar	0.190479	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.07113	-5.8555	5.00368	4.04489	-0.167701	lidar	0.0294495	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20744	-5.96885	4.87041	4.02226	-0.180334	radar	5.57605	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37216	-6.12436	4.84692	4.00257	-0.191537	lidar	0.688914	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55698	-6.31115	4.87405	3.98711	-0.197599	radar	0.884278	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70924	-6.50339	4.87816	3.98259	-0.192187	lidar	0.0774116	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.98161	-6.62722	4.95722	3.92757	-0.240679	radar	6.47151	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.161	-6.80176	4.95973	3.91478	-0.24137	lidar	0.0355503	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3444	-6.95375	4.98411	3.89479	-0.250911	radar	1.08055	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5372	-7.13039	4.99634	3.88187	-0.251021	lidar	0.53278	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7624	-7.24152	5.00894	3.84336	-0.277745	radar	1.65326	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9673	-7.40754	5.02163	3.8281	-0.278819	lidar	0.636331	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1482	-7.54353	4.98042	3.81144	-0.28161	radar	0.73331	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3243	-7.70759	4.975	3.80506	-0.274282	lidar	0.389274	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5222	-7.81253	4.93397	3.77769	-0.287859	radar	1.34994	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7125	-7.95126	4.92393	3.76348	-0.28788	lidar	0.357849	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9073	-8.04616	4.80595	3.73638	-0.300146	radar	1.60752	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1105	-8.16835	4.8022	3.71742	-0.303982	lidar	0.0507025	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3488	-8.29025	4.92587	3.69377	-0.311079	radar	2.43585	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5567	-8.40482	4.91694	3.67491	-0.314369	lidar	0.273189	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.762	-8.4674	4.79436	3.64036	-0.334011	radar	2.04118	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9959	-8.56965	4.80731	3.61583	-0.341104	lidar	0.659847	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.273	-8.65949	4.90011	3.58275	-0.353846	radar	2.85421	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4969	-8.74288	4.89282	3.55883	-0.359784	lidar	0.290497	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7132	-8.74594	4.74496	3.50778	-0.395611	radar	4.0692	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9299	-8.84786	4.7487	3.49504	-0.389029	lidar	0.185374	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1943	-8.94621	4.89265	3.48102	-0.377498	radar	2.77158	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4151	-9.04849	4.89208	3.47127	-0.369145	lidar	0.150662	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6337	-9.13573	4.85467	3.45625	-0.367937	radar	0.356909	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8913	-9.17151	4.86804	3.42176	-0.382339	lidar	0.364543	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1588	-9.27426	4.91059	3.40975	-0.375089	radar	4.51868	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4033	-9.35444	4.92248	3.39558	-0.370726	lidar	0.809448	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6545	-9.37669	4.85065	3.35653	-0.395273	radar	1.99598	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.8961	-9.44008	4.85831	3.34079	-0.391518	lidar	0.42885	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1737	-9.41115	4.85312	3.28865	-0.423183	radar	2.04652	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4188	-9.43154	4.85658	3.2628	-0.427306	lidar	0.0302753	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6078	-9.43777	4.77561	3.23723	-0.435441	radar	4.27539	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.8677	-9.43652	4.79642	3.20608	-0.443314	lidar	0.44006	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.0927	-9.59605	4.83544	3.24003	-0.387878	radar	7.99363	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.3518	-9.59718	4.85407	3.2123	-0.394831	lidar	0.278993	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6289	-9.57811	4.85629	3.17398	-0.414851	radar	2.30221	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.8885	-9.55045	4.87455	3.14106	-0.425139	lidar	0.192873	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.14	-9.49577	4.84436	3.09569	-0.452542	radar	0.869862	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3656	-9.50936	4.82655	3.08321	-0.444088	lidar	0.148589	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.5847	-9.51862	4.83613	3.07695	-0.424583	radar	1.35586	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8336	-9.49509	4.84554	3.05362	-0.426208	lidar	0.106305	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.0529	-9.44779	4.85269	3.03055	-0.423113	radar	3.3275	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3118	-9.3632	4.88148	2.99089	-0.438366	lidar	0.562794	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5552	-9.2554	4.8531	2.93736	-0.475034	radar	1.4302	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8104	-9.15741	4.88315	2.8985	-0.48724	lidar	0.341906	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0713	-8.98774	4.93365	2.83832	-0.517474	radar	5.00762	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2595	-9.03668	4.84871	2.85229	-0.485995	lidar	2.65529	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4953	-9.03656	4.84995	2.85599	-0.45707	radar	2.09798	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7247	-8.96005	4.84998	2.8315	-0.458433	lidar	0.0440118	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9917	-8.85449	4.88706	2.79713	-0.470385	radar	2.51747	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2034	-8.79306	4.86036	2.78055	-0.465244	lidar	0.277281	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4532	-8.69129	4.87111	2.74854	-0.478016	radar	1.8075	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6527	-8.6518	4.82148	2.74073	-0.465851	lidar	0.579548	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8537	-8.43278	4.79536	2.66099	-0.533818	radar	5.63812	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0478	-8.36717	4.75484	2.64766	-0.523738	lidar	0.380902	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2588	-8.24049	4.79283	2.62916	-0.5049	radar	1.78541	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4627	-8.15615	4.76989	2.61399	-0.497232	lidar	0.400923	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6428	-8.05783	4.72549	2.59157	-0.499371	radar	0.970025	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8607	-7.88032	4.77427	2.55374	-0.508612	lidar	0.479765	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0561	-7.74447	4.73251	2.51017	-0.544341	radar	3.7875	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.259	-7.58694	4.7557	2.48016	-0.546015	lidar	0.344952	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4604	-7.44746	4.79425	2.47245	-0.511567	radar	1.63011	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6379	-7.31127	4.77648	2.44992	-0.509593	lidar	0.0893752	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8373	-7.13392	4.81684	2.42467	-0.503663	radar	0.793073	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0025	-7.02647	4.76515	2.41118	-0.495726	lidar	0.485544	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1773	-6.80477	4.79964	2.36532	-0.518852	radar	1.69139	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
